winner,target,hand cards,used cards
AI-tree-model,7,3 6 7 7 7 8 9 9 9 10 J J J Q Q K A A A 2 2 2, 
AI-random,0,3 3 3 3 4 4 6 6 6 6 7 7 8 8 10 10 10 J J K A A 2 2 2 2, 
AI-random,1,3 3 3 3 4 4 6 6 6 6 8 8 10 10 10 J J A A 2 2 2 2, 5 6 K 
AI-random,1,3 3 3 3 4 4 6 6 6 6 10 10 10 2 2 2 2, 5 6 K 7 7 8 8 J J A A J J A A 
AI-random,5,4 4 6 6 6 6 10 10 10 2 2 2 2, 5 6 K 7 7 8 8 J J A A J J A A 8 8 
AI-random,7,6 6 6 6, 5 6 K 7 7 8 8 J J A A J J A A 8 8 3 3 3 3 9 9 9 9 2 2 2 2 
AI-random,7,3 4 4 4 4 5 6 6 6 7 7 7 8 8 9 9 J J Q A A 2, 
AI-random,5,3 5 6 6 6 7 7 7 8 8 9 9 J J Q A A 2, K K K 5 5 
AI-random,1,3 6 6 6 7 7 7 9 9 J J A A, K K K 5 5 4 4 4 4 5 5 5 5 3 5 9 Q K 2 
AI-random,6,3 9 9 J J A A, K K K 5 5 4 4 4 4 5 5 5 5 3 5 9 Q K 2 8 8 
AI-random,0,, K K K 5 5 4 4 4 4 5 5 5 5 3 5 9 Q K 2 8 8 6 6 6 7 7 7 2 2 2 2 7 7 9 9 10 10 J J Q Q A A 
AI-random,3,5 5 7 8 8 9 9 9 9 10 J J J Q Q Q Q K 2 2 2 2, 
AI-random,5,5 5 7 8 8 10 J J J Q Q Q Q K 2 2 2 2, 3 4 5 6 7 
AI-random,7,8 8 Q Q Q Q 2 2 2 2, 3 4 5 6 7 9 9 9 9 A A A A A 4 7 8 10 2 J J J 3 3 5 K 
AI-random,1,Q Q Q Q 2 2 2 2, 3 4 5 6 7 9 9 9 9 A A A A A 4 7 8 10 2 J J J 3 3 5 K J J J 5 5 
AI-random,5,, 3 4 5 6 7 9 9 9 9 A A A A A 4 7 8 10 2 J J J 3 3 5 K J J J 5 5 8 8 9 9 6 10 10 Q Q Q Q Q Q 
AI-tree-model,0,3 3 3 3 5 5 5 7 7 8 8 8 9 10 10 10 J J Q Q Q K A A 2 2, 
AI-tree-model,7,3 3 4 4 4 4 7 7 9 9 10 10 10 Q Q K K 2 2, 4 5 7 8 10 A 
AI-tree-model,1,3 3 4 4 4 4 10 10 10 Q Q K K, 4 5 7 8 10 A 6 6 6 3 3 J J J 3 3 5 2 2 2 6 6 8 8 9 9 K K 2 2 
AI-tree-model,1,3 3 4 4 4 4 10 10 10 K K, 4 5 7 8 10 A 6 6 6 3 3 J J J 3 3 5 2 2 2 6 6 8 8 9 9 K K 2 2 7 7 
AI-tree-model,1,3 3 4 4 4 4 10 10 10, 4 5 7 8 10 A 6 6 6 3 3 J J J 3 3 5 2 2 2 6 6 8 8 9 9 K K 2 2 7 7 Q Q 
AI-tree-model,7,4 4 4 4, 4 5 7 8 10 A 6 6 6 3 3 J J J 3 3 5 2 2 2 6 6 8 8 9 9 K K 2 2 7 7 Q Q K K 
AI-tree-model,5,3 3 3 4 5 5 6 6 8 8 K K K 2 2 2, 4 5 6 7 8 6 Q A J Q Q K K 8 8 9 9 10 10 9 9 10 10 J J 
AI-tree-model,7,3 4 5 5 6 6 8 8 2 2 2, 4 5 6 7 8 6 Q A J Q Q K K 8 8 9 9 10 10 9 9 10 10 J J 7 7 7 7 
AI-tree-model,1,4 5 5 5 5 6 6 6 6 7 7 7 9 10 10 Q Q K K A A A 2 2 2, 
AI-tree-model,0,5 5 5 5 6 6 6 6 7 7 7 9 Q Q K K A A A 2 2 2, 8 8 9 9 10 10 
AI-tree-model,6,5 5 5 5 6 6 6 6 7 7 7 K K, 8 8 9 9 10 10 4 6 9 A 4 5 6 7 8 3 4 4 Q Q 
AI-tree-model,5,6 6 6 6 7 7 7 K K, 8 8 9 9 10 10 4 6 9 A 4 5 6 7 8 3 4 4 Q Q A A A 2 2 2 
AI-tree-model,1,3 4 4 5 6 6 6 7 7 7 8 10 10 10 J J Q Q Q K K K A 2 2, 
AI-tree-model,0,4 4 5 6 6 6 7 7 7 8 10 10 10 J J Q Q Q K K K A 2 2, 9 9 
AI-tree-model,1,4 4 5 6 6 6 7 7 7 8 10 10 10 Q Q Q K K K A, 9 9 3 2 4 5 6 7 8 9 9 J J 
AI-tree-model,7,5 6 6 6 7 7 7 8 Q Q Q K K K A, 9 9 3 2 4 5 6 7 8 9 9 J J 2 2 
AI-random,4,3 3 4 4 5 5 5 5 10 10 10 10 J J Q Q Q 2 2, 5 9 10 A 
AI-random,5,3 3 4 4 10 10 10 10 J J Q Q Q 2 2, 5 9 10 A 6 6 7 7 8 8 
AI-random,1,J J 2 2, 5 9 10 A 6 6 7 7 8 8 5 5 5 5 9 9 9 9 10 10 10 10 A A A A Q 2 2 3 3 3 3 7 7 7 4 4 Q Q Q 3 3 
AI-random,1,, 5 9 10 A 6 6 7 7 8 8 5 5 5 5 9 9 9 9 10 10 10 10 A A A A Q 2 2 3 3 3 3 7 7 7 4 4 Q Q Q 3 3 4 4 6 6 J J 
AI-tree-model,1,8 9 10 J Q A A A 2 2 2, 3 4 J 7 7 7 4 4 10 10 10 5 5 4 5 K A 6 6 7 7 8 8 J J 2 2 3 3 3 3 Q Q Q Q K K K K 
AI-tree-model,0,3 3 5 5 5 5 6 6 7 7 10 10 J J Q K K K A A A A 2 2 2 2, 
AI-random,5,4 5 5 5 5 6 6 6 6 7 8 8 9 9 9 10 10 J J Q A 2 2, 
AI-random,3,4 5 5 5 5 6 6 6 6 8 9 10 J Q 2 2, 3 3 3 3 8 8 8 8 5 9 Q A 
AI-random,3,4 5 5 5 5 6 6 6 6 2 2, 3 3 3 3 8 8 8 8 5 9 Q A 7 8 9 10 J 
AI-random,1,4 5 5 5 5 6 6 6 6, 3 3 3 3 8 8 8 8 5 9 Q A 7 8 9 10 J 8 9 10 J Q 
AI-random,5,4 6 6 6 6, 3 3 3 3 8 8 8 8 5 9 Q A 7 8 9 10 J 8 9 10 J Q 2 2 
AI-random,0,, 3 3 3 3 8 8 8 8 5 9 Q A 7 8 9 10 J 8 9 10 J Q 2 2 5 5 5 5 J J J J 7 K A 6 6 9 9 10 10 10 3 3 6 6 6 6 
AI-tree-model,1,3 4 4 5 5 5 6 7 8 9 9 10 J J J J Q K K K K A 2 2, 10 J Q K A 5 8 
AI-tree-model,7,3 6 7 8 9 9 10 J J J J Q K K K K A, 10 J Q K A 5 8 6 6 7 7 2 2 
AI-tree-model,3,3 3 4 4 5 5 5 5 J J J K A A 2 2 2 2, 10 10 10 J J J 5 6 7 Q A 6 6 9 9 
AI-tree-model,5,3 3 4 4 J J J K A A 2 2 2 2, 10 10 10 J J J 5 6 7 Q A 6 6 9 9 4 5 6 7 8 
AI-tree-model,5,4 4 K A A, 10 10 10 J J J 5 6 7 Q A 6 6 9 9 4 5 6 7 8 5 5 5 5 Q Q Q Q Q 8 8 8 4 4 J J J 3 3 
AI-tree-model,1,K A A, 10 10 10 J J J 5 6 7 Q A 6 6 9 9 4 5 6 7 8 5 5 5 5 Q Q Q Q Q 8 8 8 4 4 J J J 3 3 2 2 2 2 
AI-random,5,5 5 5 6 7 7 7 8 8 8 9 9 10 10 Q K K K A A A A, 
AI-random,6,5 6 9 9 10 10 Q A A A A, 3 3 3 3 3 6 6 6 6 6 4 4 4 5 5 K K K 5 5 
AI-random,1,5 6 10 10 Q A A A A, 3 3 3 3 3 6 6 6 6 6 4 4 4 5 5 K K K 5 5 7 7 7 8 8 8 
AI-random,0,, 3 3 3 3 3 6 6 6 6 6 4 4 4 5 5 K K K 5 5 7 7 7 8 8 8 9 9 A A 3 5 10 Q K 2 8 8 10 10 J J J J A A A A 
AI-random,2,3 4 4 4 4 5 5 5 5 6 8 8 9 9 10 10 J Q Q K K 2 2 2, 
AI-random,4,3 4 4 4 4 5 5 5 5 6 J Q Q K K 2 2 2, 7 7 7 
AI-random,5,3 5 5 5 5 6 J Q Q K K 2 2 2, 7 7 7 8 8 9 9 10 10 
AI-random,2,3 5 5 5 5, 7 7 7 8 8 9 9 10 10 4 4 4 4 7 7 7 7 4 6 8 J 2 9 10 10 Q Q A A J J K K 
AI-random,0,, 7 7 7 8 8 9 9 10 10 4 4 4 4 7 7 7 7 4 6 8 J 2 9 10 10 Q Q A A J J K K 2 2 2 3 3 3 3 5 5 5 5 
AI-random,2,3 4 5 5 5 5 8 8 8 8 10 10 J Q Q Q Q K K A A 2 2 2, 
AI-random,0,4 5 5 5 5 8 8 8 8 10 10 J Q Q Q Q K K A A 2 2 2, 6 6 6 
AI-random,5,4 8 8 8 8 10 10 Q Q Q Q K K A A 2 2 2, 6 6 6 3 5 J 
AI-random,5,4 10 10 K K A A 2 2 2, 6 6 6 3 5 J 5 5 5 5 9 9 9 9 Q Q Q Q 
AI-random,1,4 K K A A 2 2 2, 6 6 6 3 5 J 5 5 5 5 9 9 9 9 Q Q Q Q 8 8 8 8 
AI-random,2,4 K K A A, 6 6 6 3 5 J 5 5 5 5 9 9 9 9 Q Q Q Q 8 8 8 8 10 10 
AI-random,1,4, 6 6 6 3 5 J 5 5 5 5 9 9 9 9 Q Q Q Q 8 8 8 8 10 10 2 2 2 3 3 3 3 7 7 K K 
AI-random,0,, 6 6 6 3 5 J 5 5 5 5 9 9 9 9 Q Q Q Q 8 8 8 8 10 10 2 2 2 3 3 3 3 7 7 K K A A 
AI-random,0,3 3 4 4 5 5 7 7 8 9 9 9 10 10 10 J Q Q Q K K K 2 2 2 2, 
AI-random,7,4 4 5 5 7 7 10 10 10 J Q Q Q K K K 2 2 2 2, 3 7 8 
AI-random,0,4 4 5 5 7 7 10 10 10 Q Q Q K K K 2 2 2 2, 3 7 8 9 9 9 3 3 
AI-random,5,4 4 5 5 7 7 10 10 10 Q Q Q K K K, 3 7 8 9 9 9 3 3 J 
AI-random,7,7 7 K K K, 3 7 8 9 9 9 3 3 J 2 2 2 2 A A A A A 9 10 J Q K 2 2 5 5 5 5 6 6 6 3 3 10 10 10 4 4 
AI-random,7,, 3 7 8 9 9 9 3 3 J 2 2 2 2 A A A A A 9 10 J Q K 2 2 5 5 5 5 6 6 6 3 3 10 10 10 4 4 Q Q Q 5 5 
AI-random,1,3 3 4 6 6 7 8 8 9 9 10 J J J Q Q Q Q K K A 2 2 2 2, 
AI-random,0,3 3 6 6 8 8 J J J Q Q Q Q K K A 2 2 2 2, 5 5 8 8 9 9 2 2 3 4 9 10 
AI-random,0,3 3 6 6 8 8 J J J Q Q Q Q K K 2 2 2 2, 5 5 8 8 9 9 2 2 3 4 9 10 7 
AI-random,1,3 3 8 8 J J J Q Q Q Q K K 2 2 2 2, 5 5 8 8 9 9 2 2 3 4 9 10 7 A 
AI-random,5,3 3 8 8 J J J K K 2 2 2 2, 5 5 8 8 9 9 2 2 3 4 9 10 7 A 6 6 
AI-random,1,3 3 J J J K K 2 2 2 2, 5 5 8 8 9 9 2 2 3 4 9 10 7 A 6 6 Q Q Q Q 
AI-random,1,3 3 J J J 2 2 2 2, 5 5 8 8 9 9 2 2 3 4 9 10 7 A 6 6 Q Q Q Q 8 8 
AI-random,7,2 2 2 2, 5 5 8 8 9 9 2 2 3 4 9 10 7 A 6 6 Q Q Q Q 8 8 K K 
AI-tree-model,3,3 3 3 3 4 4 5 7 7 7 7 9 J Q Q Q Q K A A 2 2, 
AI-tree-model,0,3 3 3 3 4 4 7 7 7 7 9 J Q Q Q Q K A A 2 2, 7 8 9 10 J 
AI-tree-model,1,3 3 3 3 7 7 7 7 Q Q Q Q A A 2 2, 7 8 9 10 J 5 6 9 10 J Q K 
AI-tree-model,1,3 3 3 3 7 7 7 7 Q Q Q Q, 7 8 9 10 J 5 6 9 10 J Q K 4 4 A A 2 2 
AI-tree-model,5,7 7 7 7, 7 8 9 10 J 5 6 9 10 J Q K 4 4 A A 2 2 A A 2 2 4 5 6 7 8 4 4 8 8 8 8 Q Q Q Q 
AI-tree-model,4,3 3 3 4 4 4 4 5 5 6 6 9 9, 3 7 8 4 8 10 J J J 7 7 9 9 10 10 K K 2 2 5 5 5 5 2 2 2 2 
AI-tree-model,7,4 4 4 4 6 6 9 9, 3 7 8 4 8 10 J J J 7 7 9 9 10 10 K K 2 2 5 5 5 5 2 2 2 2 J J Q Q K K 
AI-tree-model,5,6 6 9 9, 3 7 8 4 8 10 J J J 7 7 9 9 10 10 K K 2 2 5 5 5 5 2 2 2 2 J J Q Q K K 3 3 3 5 5 
AI-random,0,3 3 6 6 6 6 7 8 8 8 9 9 9 9 9 Q Q Q Q Q A A A 2, 4 5 8 10 
AI-random,7,6 6 6 6 7 9 9 9 9 9 Q Q Q Q Q A A A, 4 5 8 10 3 9 2 
AI-random,0,6 6 6 6 Q Q Q Q Q A A A, 4 5 8 10 3 9 2 8 8 8 3 3 10 10 10 3 3 6 6 7 7 J J K K 2 2 J J J J 9 9 9 9 9 
AI-random,2,6 6 6 6 Q Q Q Q Q, 4 5 8 10 3 9 2 8 8 8 3 3 10 10 10 3 3 6 6 7 7 J J K K 2 2 J J J J 9 9 9 9 9 7 
AI-random,5,Q Q Q Q Q, 4 5 8 10 3 9 2 8 8 8 3 3 10 10 10 3 3 6 6 7 7 J J K K 2 2 J J J J 9 9 9 9 9 7 A A A 
AI-random,5,, 4 5 8 10 3 9 2 8 8 8 3 3 10 10 10 3 3 6 6 7 7 J J K K 2 2 J J J J 9 9 9 9 9 7 A A A 6 6 6 6 
AI-tree-model,2,3 4 5 5 5 5 6 6 6 7 7 7 8 8 9 9 Q Q K K A A, 4 J Q 2 
AI-tree-model,6,3 4 5 5 5 5 8 8 9 9 Q Q K K A A, 4 J Q 2 10 10 10 
AI-tree-model,0,4 5 5 5 5 8 8 9 9 Q Q K K A A, 4 J Q 2 10 10 10 6 6 6 7 7 7 
AI-tree-model,1,4 Q Q K K A A, 4 J Q 2 10 10 10 6 6 6 7 7 7 3 5 A 6 6 8 8 9 9 J J J J 8 8 8 3 3 K K K 4 4 5 5 5 5 
AI-origin,7,3 5 5 6 6 6 6 8 8 9 J J J Q A A A A 2 2 2, 4 5 6 7 8 5 7 
AI-origin,7,3 6 6 6 6 8 8 9 Q A A A A 2 2 2, 4 5 6 7 8 5 7 4 4 4 3 3 
AI-origin,2,3 6 6 6 6 8 8 9 Q A A A A, 4 5 6 7 8 5 7 4 4 4 3 3 J J J 5 5 
AI-origin,0,6 6 6 6 8 8 9 Q A A A A, 4 5 6 7 8 5 7 4 4 4 3 3 J J J 5 5 2 2 2 
AI-origin,1,6 6 6 6 Q A A A A, 4 5 6 7 8 5 7 4 4 4 3 3 J J J 5 5 2 2 2 3 6 9 
AI-origin,0,6 6 6 6, 4 5 6 7 8 5 7 4 4 4 3 3 J J J 5 5 2 2 2 3 6 9 8 8 9 9 3 3 10 10 J J Q Q 7 7 7 7 A A A A 
AI-origin,7,5 5 6 6 8 9 9 9 10 J J Q Q Q K K A A 2 2 2 2, 
AI-origin,7,J J K K A A 2 2 2 2, 4 4 4 3 3 7 7 7 4 4 9 9 9 5 5 Q Q Q 6 6 3 8 9 10 
AI-origin,1,K K A A 2 2 2 2, 4 4 4 3 3 7 7 7 4 4 9 9 9 5 5 Q Q Q 6 6 3 8 9 10 Q Q Q 6 6 
AI-origin,1,, 4 4 4 3 3 7 7 7 4 4 9 9 9 5 5 Q Q Q 6 6 3 8 9 10 Q Q Q 6 6 J J A A 8 10 10 K K 5 5 5 5 2 2 2 2 
AI-origin,3,3 6 6 6 6 7 7 7 8 8 8 8 9 J K K K A A A 2 2, 
AI-origin,6,3 6 6 6 6 7 7 7 8 8 8 8 9 J 2 2, 8 9 10 J Q 
AI-origin,2,3 6 6 6 6 8 8 8 8 9 J 2 2, 8 9 10 J Q K K K A A A 
AI-origin,0,6 6 6 6 8 8 8 8 9 J 2 2, 8 9 10 J Q K K K A A A 7 7 7 
AI-origin,0,6 6 6 6 8 8 8 8 J, 8 9 10 J Q K K K A A A 7 7 7 3 A Q Q 2 2 
AI-origin,0,6 6 6 6 8 8 8 8, 8 9 10 J Q K K K A A A 7 7 7 3 A Q Q 2 2 9 
AI-origin,5,8 8 8 8, 8 9 10 J Q K K K A A A 7 7 7 3 A Q Q 2 2 9 J 
AI-origin,4,3 3 8 8 8 8 9 10 10 J J Q K K K K A 2 2 2, 5 7 
AI-origin,7,8 8 8 8 9 10 10 J J Q K K K K A, 5 7 4 4 5 5 6 6 
AI-origin,0,8 8 8 8 10 10 J J Q K K K K A, 5 7 4 4 5 5 6 6 2 2 2 3 3 
AI-origin,1,8 8 8 8 J J Q K K K K A, 5 7 4 4 5 5 6 6 2 2 2 3 3 9 
AI-origin,0,8 8 8 8 J J K K K K, 5 7 4 4 5 5 6 6 2 2 2 3 3 9 10 10 J J 6 Q 
AI-origin,1,8 8 8 8 K K K K, 5 7 4 4 5 5 6 6 2 2 2 3 3 9 10 10 J J 6 Q A 
AI-origin,5,, 5 7 4 4 5 5 6 6 2 2 2 3 3 9 10 10 J J 6 Q A J J K K 8 8 9 9 4 4 4 4 4 7 7 7 7 8 8 8 8 
AI-tree-model,3,3 3 4 4 4 7 7 10 10 10 J J J A A 2 2 2 2, 3 K A J 8 8 Q Q 
AI-tree-model,7,7 7 10 10 10 J J J A A 2 2 2 2, 3 K A J 8 8 Q Q 5 6 7 8 9 
AI-tree-model,6,7 7 2 2 2 2, 3 K A J 8 8 Q Q 5 6 7 8 9 4 4 4 3 3 K K K 3 3 10 10 A A 
AI-origin,7,5 5 6 6 6 7 7 9 9 10 J J J K K K K A A 2 2 2, 
AI-origin,7,6 7 7 9 9 10 K K K K A A, 8 8 8 3 3 Q Q Q 5 5 2 2 2 6 6 
AI-origin,0,7 7 9 9 10 K K K K A A, 8 8 8 3 3 Q Q Q 5 5 2 2 2 6 6 J J J 5 5 
AI-origin,0,A A, 8 8 8 3 3 Q Q Q 5 5 2 2 2 6 6 J J J 5 5 6 10 K 6 6 7 7 A A 7 7 9 9 2 2 2 2 7 8 9 10 J K K K K 
AI-origin,1,, 8 8 8 3 3 Q Q Q 5 5 2 2 2 6 6 J J J 5 5 6 10 K 6 6 7 7 A A 7 7 9 9 2 2 2 2 7 8 9 10 J K K K K 10 
AI-origin,3,3 4 4 5 5 5 6 6 7 7 8 J J K K K K A A A A 2, 
AI-origin,7,3 6 6 7 7 8 J J K K K K A A A A 2, 8 9 10 J Q 
AI-origin,0,6 6 7 7 J J K K K K A A A A, 8 9 10 J Q 5 5 5 4 4 9 9 9 3 3 2 2 2 4 4 J J J Q Q Q 3 8 10 2 
AI-origin,1,7 7 J J A A A A, 8 9 10 J Q 5 5 5 4 4 9 9 9 3 3 2 2 2 4 4 J J J Q Q Q 3 8 10 2 3 6 K K K K K 
AI-origin,1,J J, 8 9 10 J Q 5 5 5 4 4 9 9 9 3 3 2 2 2 4 4 J J J Q Q Q 3 8 10 2 3 6 K K K K K 6 6 A A A A A A 
AI-origin,1,, 8 9 10 J Q 5 5 5 4 4 9 9 9 3 3 2 2 2 4 4 J J J Q Q Q 3 8 10 2 3 6 K K K K K 6 6 A A A A A A 7 7 
AI-origin,7,4 4 8 8 9 9 Q Q A A A A A A 2 2 2 2, 5 J Q K 2 7 4 4 5 5 
AI-origin,1,8 8 9 9 Q Q A A 2 2 2 2, 5 J Q K 2 7 4 4 5 5 7 7 7 3 3 J J J 3 3 6 6 6 6 A A A A 
AI-origin,1,9 9 Q Q A A 2 2 2 2, 5 J Q K 2 7 4 4 5 5 7 7 7 3 3 J J J 3 3 6 6 6 6 A A A A 4 4 
AI-origin,1,Q Q A A 2 2 2 2, 5 J Q K 2 7 4 4 5 5 7 7 7 3 3 J J J 3 3 6 6 6 6 A A A A 4 4 8 8 
AI-origin,1,A A 2 2 2 2, 5 J Q K 2 7 4 4 5 5 7 7 7 3 3 J J J 3 3 6 6 6 6 A A A A 4 4 8 8 9 9 
AI-origin,1,, 5 J Q K 2 7 4 4 5 5 7 7 7 3 3 J J J 3 3 6 6 6 6 A A A A 4 4 8 8 9 9 Q Q 9 9 9 9 2 2 2 2 
AI-origin,3,3 3 4 4 8 9 9 9 9 9 10 10 10 J Q Q A A A 2 2 2, 
AI-origin,3,3 3 4 4 9 9 9 9 10 10 Q A A A 2 2 2, 3 4 5 6 7 
AI-origin,7,4 4 9 9 9 9 10 10 Q 2 2 2, 3 4 5 6 7 8 9 10 J Q 
AI-origin,7,9 9 9 9 10 10 Q, 3 4 5 6 7 8 9 10 J Q A A A 3 3 
AI-tree-model,4,3 3 3 5 5 9 10 10 10 J J Q Q A 2 2, 6 7 8 9 10 Q Q Q 5 5 K K K 4 4 
AI-tree-model,7,3 5 5 9 J J Q Q A 2 2, 6 7 8 9 10 Q Q Q 5 5 K K K 4 4 6 6 7 7 8 8 
AI-tree-model,0,5 5 9 J J Q Q A 2 2, 6 7 8 9 10 Q Q Q 5 5 K K K 4 4 6 6 7 7 8 8 10 10 10 3 3 
AI-origin,4,3 4 4 5 5 10 10 10 10 J Q Q Q K K A A A A, 4 9 J 2 
AI-origin,7,3 5 5 10 10 10 10 J K K A A A A, 4 9 J 2 6 6 7 7 8 8 
AI-origin,0,5 5 10 10 10 10 J K K A A A A, 4 9 J 2 6 6 7 7 8 8 Q Q Q 4 4 
AI-origin,1,A A A A, 4 9 J 2 6 6 7 7 8 8 Q Q Q 4 4 3 8 J K 9 9 K K A A 10 10 2 2 3 3 3 3 3 6 6 6 4 4 10 10 10 10 
AI-tree-model,7,4 4 4 4 6 6 7 7 9 9 J J K K K A A 2 2, 4 5 7 8 9 Q 
AI-tree-model,7,4 4 4 4 7 7 9 9 A A, 4 5 7 8 9 Q 10 10 10 5 5 2 2 2 6 6 10 10 J J A A 2 2 
AI-tree-model,1,4 4 4 4 9 9 A A, 4 5 7 8 9 Q 10 10 10 5 5 2 2 2 6 6 10 10 J J A A 2 2 K K K 6 6 
AI-tree-model,7,3 4 4 4 5 5 7 8 8 9 9 10 10 10 Q Q Q K K A A 2, 
AI-tree-model,7,3 4 7 8 8 9 9 K K A A 2, 6 6 6 3 3 J J J 5 5 Q Q Q 5 5 
AI-tree-model,0,4 7 8 8 9 9 K K A A 2, 6 6 6 3 3 J J J 5 5 Q Q Q 5 5 10 10 10 4 4 
AI-tree-model,0,7 8 8 9 9 K K A A, 6 6 6 3 3 J J J 5 5 Q Q Q 5 5 10 10 10 4 4 3 9 2 
AI-origin,7,3 5 5 6 6 8 8 8 9 9 Q Q Q Q K K K A A 2 2, 10 J 
AI-origin,7,3 6 6 9 9 Q Q Q Q K K K 2 2, 10 J 4 4 4 3 3 A A A 5 5 9 9 A A 
AI-origin,7,3 9 9 Q Q Q Q, 10 J 4 4 4 3 3 A A A 5 5 9 9 A A 8 8 8 5 5 2 2 2 7 7 Q Q 2 2 
AI-origin,0,9 9, 10 J 4 4 4 3 3 A A A 5 5 9 9 A A 8 8 8 5 5 2 2 2 7 7 Q Q 2 2 K K K 6 6 J J J J J K K Q Q Q Q 
AI-origin,0,, 10 J 4 4 4 3 3 A A A 5 5 9 9 A A 8 8 8 5 5 2 2 2 7 7 Q Q 2 2 K K K 6 6 J J J J J K K Q Q Q Q 3 4 9 
AI-origin,4,3 3 3 4 5 5 5 5 7 7 7 10 10 10 10 J J J A, 7 8 9 10 J 8 9 9 Q Q 
AI-origin,7,3 4 5 5 5 5 10 10 10 10 J J J A, 7 8 9 10 J 8 9 9 Q Q K K A A 2 2 
AI-origin,2,3 4 5 5 5 5 10 10 10 10 A, 7 8 9 10 J 8 9 9 Q Q K K A A 2 2 7 7 7 3 3 
AI-origin,0,5 5 5 5 10 10 10 10 A, 7 8 9 10 J 8 9 9 Q Q K K A A 2 2 7 7 7 3 3 J J J Q Q Q 3 4 
AI-origin,0,5 5 5 5 10 10 10 10, 7 8 9 10 J 8 9 9 Q Q K K A A 2 2 7 7 7 3 3 J J J Q Q Q 3 4 3 
AI-origin,5,10 10 10 10, 7 8 9 10 J 8 9 9 Q Q K K A A 2 2 7 7 7 3 3 J J J Q Q Q 3 4 3 A 
AI-origin,3,5 5 8 8 9 9 9 9 10 10 10 J J Q Q Q A A 2 2, 4 6 2 6 K 
AI-origin,7,8 8 9 9 9 9 J J Q Q Q A A 2 2, 4 6 2 6 K 3 4 5 6 7 
AI-origin,2,9 9 9 9 A A 2 2, 4 6 2 6 K 3 4 5 6 7 10 10 10 5 5 J J J 5 5 7 7 8 8 10 10 J J 
AI-origin,1,9 9 9 9 2 2, 4 6 2 6 K 3 4 5 6 7 10 10 10 5 5 J J J 5 5 7 7 8 8 10 10 J J Q Q Q 
AI-origin,1,, 4 6 2 6 K 3 4 5 6 7 10 10 10 5 5 J J J 5 5 7 7 8 8 10 10 J J Q Q Q A A 3 3 3 3 3 Q Q K K A A 9 9 9 9 
AI-origin,3,4 4 5 5 9 10 10 10 J J J J K K K A A A 2 2 2, J Q 
AI-origin,7,5 5 9 J J J J K K K A A A 2 2 2, J Q 5 6 7 8 9 
AI-origin,7,9 J J J J A A A 2 2 2, J Q 5 6 7 8 9 10 10 10 4 4 
AI-origin,6,9 J J J J, J Q 5 6 7 8 9 10 10 10 4 4 K K K 5 5 
AI-origin,0,, J Q 5 6 7 8 9 10 10 10 4 4 K K K 5 5 A A A 2 2 2 8 8 8 8 J J J J 
AI-origin,2,3 5 6 6 6 8 9 10 10 10 J Q Q Q Q K K K K A A 2 2 2, 
AI-origin,2,3 5 8 9 10 10 10 J Q Q Q Q K K K K A A 2 2 2, 4 4 4 
AI-origin,2,3 5 8 9 J Q Q Q Q K K K K A A 2 2 2, 4 4 4 6 6 6 
AI-origin,2,3 5 8 9 J Q Q Q Q K K K K A A, 4 4 4 6 6 6 10 10 10 
AI-origin,0,5 8 9 J Q Q Q Q K K K K A A, 4 4 4 6 6 6 10 10 10 2 2 2 
AI-origin,0,9 Q Q Q Q K K K K A A, 4 4 4 6 6 6 10 10 10 2 2 2 3 4 5 10 J 
AI-origin,0,Q Q Q Q K K K K A A, 4 4 4 6 6 6 10 10 10 2 2 2 3 4 5 10 J 8 
AI-origin,1,Q Q Q Q K K K K, 4 4 4 6 6 6 10 10 10 2 2 2 3 4 5 10 J 8 9 
AI-origin,5,K K K K, 4 4 4 6 6 6 10 10 10 2 2 2 3 4 5 10 J 8 9 A A 
AI-origin,5,, 4 4 4 6 6 6 10 10 10 2 2 2 3 4 5 10 J 8 9 A A Q Q Q Q 
AI-tree-model,3,3 3 3 5 7 7 9 9 9 9 10 10 10 10 10 J Q K A, 5 Q 2 7 9 9 2 2 
AI-tree-model,3,3 3 3 5 7 7 9 9 9 9 10 10 10 10, 5 Q 2 7 9 9 2 2 4 5 6 7 8 
AI-tree-model,7,5 9 9 9 9 10 10 10 10, 5 Q 2 7 9 9 2 2 4 5 6 7 8 10 J Q K A 
AI-origin,3,3 3 4 5 5 5 5 6 6 7 8 J J A A A A 2 2 2, J 7 7 10 10 
AI-origin,7,4 5 5 5 5 6 6 7 8 J J A A A A, J 7 7 10 10 9 10 J Q K 
AI-origin,0,5 5 5 5 6 6 7 8 J J A A A A, J 7 7 10 10 9 10 J Q K 2 2 2 3 3 
AI-origin,0,5 5 5 5 6 6 8 J J A A A A, J 7 7 10 10 9 10 J Q K 2 2 2 3 3 4 
AI-origin,0,5 5 5 5 6 6 J J A A A A, J 7 7 10 10 9 10 J Q K 2 2 2 3 3 4 7 
AI-origin,1,5 5 5 5 J J A A A A, J 7 7 10 10 9 10 J Q K 2 2 2 3 3 4 7 8 
AI-origin,5,A A A A, J 7 7 10 10 9 10 J Q K 2 2 2 3 3 4 7 8 6 6 8 8 J J 
AI-origin,7,4 4 4 5 6 7 7 7 7 8 9 9 9 9 9 Q Q A A 2 2 2, 
