winner,winner score,loser score,strategy,opponent,hand,length
tree-v4,276,315,"[2, 3, 0, 0, 0, 1, 0, 2]","[1, 0, 0, 0, 0, 0, 0, 2]",3 5 5 6 6 8 8 8 8 9 10 10 Q Q Q K K K A A 2 2,16,bomb
tree-v4,276,315,"[2, 3, 0, 0, 0, 0, 0, 2]","[1, 0, 0, 0, 0, 1, 0, 2]",3 5 5 6 6 9 10 10 Q Q Q K K K A A 2 2,11,bomb
tree-v4,276,315,"[2, 3, 0, 0, 0, 0, 0, 2]","[2, 0, 0, 0, 0, 1, 0, 2]",3 5 5 6 6 9 10 10 Q Q Q K K K A A 2 2,10,bomb
tree-v4,276,315,"[2, 3, 0, 0, 0, 0, 0, 2]","[2, 1, 0, 0, 0, 1, 0, 2]",3 5 5 6 6 9 10 10 Q Q Q K K K A A 2 2,8,best
tree-v4,276,315,"[2, 2, 0, 0, 0, 0, 0, 2]","[2, 2, 0, 0, 0, 1, 0, 2]",3 5 5 6 6 9 Q Q Q K K K A A 2 2,6,best
tree-v4,276,315,"[2, 1, 0, 0, 0, 0, 0, 2]","[2, 3, 0, 0, 0, 1, 0, 2]",3 5 5 6 6 9 Q Q Q K K K 2 2,4,best
tree-v4,276,315,"[2, 1, 0, 0, 0, 0, 0, 2]","[2, 4, 0, 0, 0, 1, 0, 2]",3 5 5 6 6 9 Q Q Q K K K 2 2,2,best
tree-v4,276,315,"[1, 0, 0, 0, 0, 0, 0, 1]","[3, 4, 0, 0, 0, 1, 0, 2]",6 6 9 K K K,1,best
new-big-forest,290,288,"[3, 2, 0, 0, 1, 2, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 3 3 3 4 5 6 6 8 8 8 9 9 9 9 10 10 J J Q K K A A 2 2,22,pass
new-big-forest,290,288,"[3, 2, 0, 0, 1, 2, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 0]",3 3 3 3 3 4 5 6 6 8 8 8 9 9 9 9 10 10 J J Q K K A A 2 2,20,best
new-big-forest,290,288,"[3, 1, 0, 0, 1, 2, 0, 1]","[0, 2, 0, 1, 0, 0, 0, 0]",3 3 3 3 3 4 5 6 6 8 8 8 9 9 9 9 J J Q K K A A 2 2,18,combat
new-big-forest,290,288,"[3, 3, 0, 0, 0, 2, 0, 1]","[0, 3, 0, 1, 0, 0, 0, 0]",3 3 3 3 3 4 5 6 6 8 8 8 9 9 9 9 J J Q A A 2 2,16,pass
new-big-forest,290,288,"[3, 3, 0, 0, 0, 2, 0, 1]","[0, 4, 0, 1, 0, 0, 0, 0]",3 3 3 3 3 4 5 6 6 8 8 8 9 9 9 9 J J Q A A 2 2,14,best
new-big-forest,290,288,"[3, 2, 0, 0, 0, 2, 0, 1]","[0, 4, 0, 1, 0, 1, 0, 0]",3 3 3 3 3 4 5 6 6 8 8 8 9 9 9 9 Q A A 2 2,10,best
new-big-forest,308,267,"[3, 3, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 3 3 4 4 5 6 6 7 8 9 9 10 10 10 10 Q Q K K K A A 2 2 2,22,bomb
new-big-forest,308,267,"[3, 3, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 1, 0, 1, 0, 0]",4 4 5 6 6 7 8 9 9 10 10 10 10 Q Q K K K A A 2 2 2,17,bomb
new-big-forest,308,267,"[1, 2, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",5 6 7 8 9 9 Q Q A A,16,pass
new-big-forest,308,267,"[1, 2, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 1]",5 6 7 8 9 9 Q Q A A,11,pass
new-big-forest,308,267,"[1, 2, 0, 1, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 1, 0, 1]",5 6 7 8 9 9 Q Q A A,10,best
new-big-forest,283,284,"[2, 0, 0, 0, 0, 1, 0, 3]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 4 4 5 5 5 6 6 7 7 7 7 7 8 8 8 9 J 2 2 2,22,pass
new-big-forest,283,284,"[2, 0, 0, 0, 0, 1, 0, 3]","[0, 0, 0, 2, 0, 0, 0, 0]",3 3 4 4 5 5 5 6 6 7 7 7 7 7 8 8 8 9 J 2 2 2,17,pass
new-big-forest,283,284,"[2, 0, 0, 0, 0, 1, 0, 3]","[0, 0, 0, 2, 0, 0, 0, 1]",3 3 4 4 5 5 5 6 6 7 7 7 7 7 8 8 8 9 J 2 2 2,12,best
new-big-forest,283,284,"[2, 0, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 2, 0, 0, 0, 2]",4 4 6 6 7 7 7 7 7 8 8 8 9 J 2 2 2,7,best
new-big-forest,283,284,"[2, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 2, 0, 1, 0, 2]",7 7 7 7 7 9 J,3,best
new-big-forest,283,284,"[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 2, 0, 1, 0, 2]",J,2,best
new-big-forest,283,284,"[1, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 2, 0, 1, 0, 2]",J,1,best
tree-v4,361,277,"[5, 4, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",3 3 3 3 3 4 6 7 7 7 7 8 9 9 10 J J K A A 2 2,22,pass
tree-v4,361,277,"[5, 4, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",3 3 3 3 3 4 6 7 7 7 7 8 9 9 10 J J K A A 2 2,21,best
tree-v4,361,277,"[4, 4, 0, 0, 0, 2, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 0]",3 3 3 3 3 6 7 7 7 7 8 9 9 10 J J K A A 2 2,20,best
tree-v4,361,277,"[3, 4, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 0]",3 3 3 3 3 6 7 7 7 7 9 9 10 J J K A A 2 2,19,bomb
tree-v4,361,277,"[2, 4, 0, 0, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 2, 0, 0]",7 7 7 7 9 9 10 J J K A A 2 2,15,bomb
tree-v4,361,277,"[2, 4, 0, 0, 0, 1, 0, 0]","[4, 0, 0, 0, 0, 2, 0, 0]",7 7 7 7 9 9 10 J J K A A 2 2,14,best
tree-v4,361,277,"[1, 4, 0, 0, 0, 1, 0, 0]","[5, 0, 0, 0, 0, 2, 0, 0]",7 7 7 7 9 9 J J K A A 2 2,13,bomb
tree-v4,361,277,"[1, 4, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 3, 0, 0]",9 9 J J K A A 2 2,9,bomb
tree-v4,361,277,"[1, 4, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 3, 0, 0]",9 9 J J K A A 2 2,8,bomb
tree-v4,361,277,"[1, 4, 0, 0, 0, 0, 0, 0]","[6, 1, 0, 0, 0, 3, 0, 0]",9 9 J J K A A 2 2,6,bomb
tree-v4,361,277,"[1, 3, 0, 0, 0, 0, 0, 0]","[6, 1, 0, 0, 0, 4, 0, 0]",J J K A A 2 2,2,bomb
tree-v4,284,276,"[2, 4, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 5 5 7 7 8 8 9 9 10 10 J J Q K K K A 2 2,26,bomb
tree-v4,284,276,"[0, 4, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",4 4 7 7 8 8 9 9 10 10 J J 2 2,22,bomb
tree-v4,284,276,"[0, 4, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",4 4 7 7 8 8 9 9 10 10 J J 2 2,17,bomb
tree-v4,284,276,"[0, 4, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 2, 0, 1, 0, 0]",4 4 7 7 8 8 9 9 10 10 J J 2 2,12,pass
tree-v4,284,276,"[0, 4, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 2, 0, 1, 0, 1]",4 4 7 7 8 8 9 9 10 10 J J 2 2,7,pass
tree-v4,284,276,"[0, 4, 0, 0, 1, 0, 0, 0]","[2, 0, 0, 2, 0, 1, 0, 1]",4 4 7 7 8 8 9 9 10 10 J J 2 2,6,pass
tree-v4,284,276,"[0, 4, 0, 0, 1, 0, 0, 0]","[2, 1, 0, 2, 0, 1, 0, 1]",4 4 7 7 8 8 9 9 10 10 J J 2 2,4,pass
tree-v4,284,276,"[0, 3, 0, 0, 1, 0, 0, 0]","[2, 2, 0, 2, 0, 1, 0, 1]",4 4 8 8 9 9 10 10 J J 2 2,2,pass
tree-v4,264,332,"[3, 3, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 3 5 6 6 7 7 9 9 9 10 10 J J Q Q Q Q K K K K A 2 2 2,22,pass
tree-v4,264,332,"[3, 3, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 1, 0, 0, 0, 1]",3 3 3 5 6 6 7 7 9 9 9 10 10 J J Q Q Q Q K K K K A 2 2 2,17,best
tree-v4,264,332,"[3, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 1]",3 5 7 7 10 10 J J Q Q Q Q K K K K A,13,best
tree-v4,264,332,"[2, 3, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 1]",5 7 7 10 10 J J K K K K A,12,best
tree-v4,264,332,"[1, 3, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 1, 0, 1, 0, 1]",7 7 10 10 J J K K K K A,11,best
tree-v4,264,332,"[0, 3, 0, 0, 0, 1, 0, 0]","[3, 0, 0, 1, 0, 1, 0, 1]",7 7 10 10 J J K K K K,10,best
tree-v4,264,332,"[0, 3, 0, 0, 0, 1, 0, 0]","[4, 0, 0, 1, 0, 1, 0, 1]",7 7 10 10 J J K K K K,9,bomb
tree-v4,264,332,"[0, 2, 0, 0, 0, 0, 0, 0]","[4, 1, 0, 1, 0, 1, 0, 1]",10 10 J J,7,bomb
tree-v4,264,332,"[0, 2, 0, 0, 0, 0, 0, 0]","[5, 1, 0, 1, 0, 1, 0, 1]",10 10 J J,6,bomb
new-big-forest,325,309,"[2, 4, 1, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",3 3 4 5 6 7 8 8 8 8 9 9 10 J J Q Q Q K K A A A A A 2 2,21,bomb
new-big-forest,325,309,"[2, 4, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]",3 3 4 5 6 7 9 9 10 J J Q Q Q K K A A A A A 2 2,17,best
tree-v4,291,288,"[1, 3, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",5 5 5 5 7 7 10 10 K A A,26,combat
tree-v4,291,288,"[2, 2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",5 5 5 5 7 7 10 10 K A,22,bomb
tree-v4,291,288,"[2, 2, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 2, 0, 0]",7 7 10 10 K A,18,bomb
tree-v4,291,288,"[2, 2, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 2, 0, 1]",7 7 10 10 K A,13,bomb
tree-v4,291,288,"[2, 2, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 2, 0, 2]",7 7 10 10 K A,8,bomb
tree-v4,291,288,"[2, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 2, 0, 2]",7 7 10 10 K A,7,bomb
tree-v4,291,288,"[1, 2, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 2, 0, 2]",7 7 10 10 A,6,bomb
tree-v4,291,288,"[1, 2, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 2, 0, 2]",7 7 10 10 A,5,bomb
tree-v4,291,288,"[0, 2, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 2, 0, 2]",7 7 10 10,4,bomb
tree-v4,291,288,"[0, 2, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 2, 0, 2]",7 7 10 10,3,bomb
tree-v4,291,288,"[0, 2, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 2, 0, 2]",7 7 10 10,2,bomb
tree-v4,304,311,"[3, 2, 0, 0, 1, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 4 5 5 6 7 7 8 8 9 10 10 10 10 J J J Q Q Q K K A A 2 2,22,best
tree-v4,304,311,"[2, 2, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1]",5 5 6 7 7 8 8 9 10 10 10 10 Q Q Q K K A A 2 2,21,best
tree-v4,304,311,"[2, 2, 0, 0, 1, 1, 0, 1]","[2, 0, 0, 0, 0, 0, 0, 1]",5 5 6 7 7 8 8 9 10 10 10 10 Q Q Q K K A A 2 2,20,best
tree-v4,304,311,"[1, 2, 0, 0, 1, 1, 0, 1]","[3, 0, 0, 0, 0, 0, 0, 1]",5 5 7 7 8 8 9 10 10 10 10 Q Q Q K K A A 2 2,19,bomb
tree-v4,304,311,"[1, 2, 0, 0, 1, 0, 0, 1]","[3, 0, 0, 0, 0, 1, 0, 1]",5 5 7 7 8 8 9 Q Q Q K K A A 2 2,14,bomb
tree-v4,304,311,"[1, 2, 0, 0, 1, 0, 0, 1]","[3, 1, 0, 0, 0, 1, 0, 1]",5 5 7 7 8 8 9 Q Q Q K K A A 2 2,12,best
tree-v4,304,311,"[1, 1, 0, 0, 1, 0, 0, 1]","[3, 2, 0, 0, 0, 1, 0, 1]",5 5 8 8 9 Q Q Q K K A A 2 2,10,combat
tree-v4,304,311,"[1, 3, 0, 0, 0, 0, 0, 1]","[3, 3, 0, 0, 0, 1, 0, 1]",5 5 8 8 9 Q Q Q A A 2 2,8,combat
tree-v4,304,311,"[1, 3, 0, 0, 0, 0, 0, 1]","[3, 4, 0, 0, 0, 1, 0, 1]",5 5 8 8 9 Q Q Q A A 2 2,6,combat
tree-v4,304,311,"[0, 1, 0, 0, 0, 0, 0, 1]","[3, 5, 0, 0, 0, 1, 0, 1]",5 5 Q Q Q 2 2,4,combat
tree-v4,316,304,"[1, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",4 4 5 5 5 5 6 6 6 7 7 7 9 10 10 J J Q Q 2 2 2,22,pass
tree-v4,316,304,"[1, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 2, 0, 0, 0, 0]",4 4 5 5 5 5 6 6 6 7 7 7 9 10 10 J J Q Q 2 2 2,17,bomb
tree-v4,316,304,"[1, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 2, 0, 1, 0, 0]",4 4 6 6 6 7 7 7 9 10 10 J J Q Q 2 2 2,13,bomb
tree-v4,316,304,"[1, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 2, 0, 1, 0, 1]",4 4 6 6 6 7 7 7 9 10 10 J J Q Q 2 2 2,8,best
tree-v4,316,304,"[0, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 2, 0, 1, 0, 1]",6 6 6 7 7 7 10 10 J J Q Q,7,best
tree-v4,316,304,"[0, 0, 0, 0, 1, 0, 1, 0]","[2, 0, 0, 2, 0, 1, 0, 1]",6 6 6 7 7 7 10 10 J J Q Q,6,best
tree-v4,316,304,"[0, 0, 0, 0, 1, 0, 0, 1]","[3, 0, 0, 2, 0, 1, 0, 1]",6 6 7 7 7 10 10 J J Q Q,5,best
tree-v4,316,304,"[0, 0, 0, 0, 1, 0, 0, 1]","[4, 0, 0, 2, 0, 1, 0, 1]",6 6 7 7 7 10 10 J J Q Q,4,best
tree-v4,278,287,"[3, 3, 0, 1, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 3 3 4 4 5 6 6 6 7 8 9 9 10 10 10 10 J J J Q Q K A A 2,22,best
tree-v4,278,287,"[3, 3, 0, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2]",3 3 3 3 5 6 6 6 7 8 9 9 10 10 10 10 Q Q K A A 2,17,bomb
tree-v4,278,287,"[3, 3, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 2]",5 6 6 6 7 8 9 9 10 10 10 10 Q Q K A A 2,13,best
tree-v4,278,287,"[2, 3, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 2]",5 6 6 6 7 8 9 Q Q K A A 2,12,best
tree-v4,278,287,"[0, 2, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 2]",5 6 7 8 9 Q Q A A,10,best
tree-v4,278,287,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 1, 0, 2]",5 6 7 8 9 A A,8,pass
tree-v4,278,287,"[0, 1, 0, 1, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 1, 0, 2]",5 6 7 8 9 A A,7,pass
tree-v4,278,287,"[1, 0, 0, 1, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 1, 0, 2]",5 6 7 8 9 A,6,pass
tree-v4,278,287,"[1, 0, 0, 1, 0, 0, 0, 0]","[4, 2, 0, 0, 0, 1, 0, 2]",5 6 7 8 9 A,5,pass
tree-v4,278,287,"[0, 0, 0, 1, 0, 0, 0, 0]","[5, 2, 0, 0, 0, 1, 0, 2]",5 6 7 8 9,4,pass
tree-v4,278,287,"[0, 0, 0, 1, 0, 0, 0, 0]","[5, 3, 0, 0, 0, 1, 0, 2]",5 6 7 8 9,2,pass
new-big-forest,282,303,"[3, 2, 0, 0, 0, 0, 0, 4]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 4 4 4 5 5 6 6 7 7 7 8 9 9 9 10 J J Q Q K K K 2 2 2,22,best
new-big-forest,282,303,"[3, 2, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 2]",3 3 4 4 4 6 6 7 7 7 8 9 9 9 10 J J Q Q 2 2 2,17,best
new-big-forest,282,303,"[3, 2, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 1, 0, 2]",3 3 4 4 4 7 7 7 8 9 9 9 10 J J Q Q,13,best
new-big-forest,282,303,"[3, 2, 0, 0, 0, 0, 0, 2]","[1, 0, 0, 0, 0, 1, 0, 2]",3 3 4 4 4 7 7 7 8 9 9 9 10 J J Q Q,12,best
new-big-forest,282,303,"[2, 2, 0, 0, 0, 0, 0, 2]","[2, 0, 0, 0, 0, 1, 0, 2]",3 3 4 4 4 7 7 7 9 9 9 10 J J Q Q,11,best
new-big-forest,282,303,"[2, 2, 0, 0, 0, 0, 0, 2]","[3, 0, 0, 0, 0, 1, 0, 2]",3 3 4 4 4 7 7 7 9 9 9 10 J J Q Q,10,best
new-big-forest,282,303,"[0, 2, 0, 0, 0, 0, 0, 1]","[4, 0, 0, 0, 0, 1, 0, 2]",4 4 9 9 9 J J Q Q,9,best
new-big-forest,282,303,"[0, 2, 0, 0, 0, 0, 0, 1]","[4, 1, 0, 0, 0, 1, 0, 2]",4 4 9 9 9 J J Q Q,7,best
tree-v4,305,296,"[1, 3, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",4 5 5 5 6 6 6 8 8 9 9 10 10 J J K K A A A 2 2,23,pass
tree-v4,305,296,"[1, 3, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 1]",4 5 5 5 6 6 6 8 8 9 9 10 10 J J K K A A A 2 2,18,combat
tree-v4,305,296,"[0, 2, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 1]",5 5 5 6 6 6 9 9 10 10 J J K K 2 2,17,pass
tree-v4,305,296,"[0, 2, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 2]",5 5 5 6 6 6 9 9 10 10 J J K K 2 2,12,pass
tree-v4,305,296,"[0, 2, 0, 0, 1, 0, 1, 0]","[2, 0, 0, 0, 0, 1, 0, 2]",5 5 5 6 6 6 9 9 10 10 J J K K 2 2,11,pass
tree-v4,305,296,"[0, 2, 0, 0, 1, 0, 1, 0]","[3, 0, 0, 0, 0, 1, 0, 2]",5 5 5 6 6 6 9 9 10 10 J J K K 2 2,10,pass
tree-v4,305,296,"[0, 2, 0, 0, 1, 0, 1, 0]","[3, 1, 0, 0, 0, 1, 0, 2]",5 5 5 6 6 6 9 9 10 10 J J K K 2 2,8,best
tree-v4,305,296,"[0, 1, 0, 0, 1, 0, 1, 0]","[3, 2, 0, 0, 0, 1, 0, 2]",5 5 5 6 6 6 9 9 10 10 J J 2 2,6,best
tree-v4,336,264,"[5, 3, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",4 6 6 6 7 7 7 7 7 7 7 7 8 9 9 10 10 J K A A 2,22,pass
tree-v4,336,264,"[5, 3, 1, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1]",4 6 6 6 7 7 7 7 7 7 7 7 8 9 9 10 10 J K A A 2,21,best
tree-v4,336,264,"[4, 3, 1, 0, 0, 2, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 1]",6 6 6 7 7 7 7 7 7 7 7 8 9 9 10 10 J K A A 2,20,best
tree-v4,336,264,"[3, 3, 1, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 1]",6 6 6 7 7 7 7 7 7 7 7 9 9 10 10 J K A A 2,19,best
tree-v4,336,264,"[2, 3, 0, 0, 0, 2, 0, 0]","[3, 0, 1, 0, 0, 0, 0, 1]",7 7 7 7 7 7 7 7 9 9 10 10 K A A 2,16,best
tree-v4,336,264,"[2, 3, 0, 0, 0, 2, 0, 0]","[3, 0, 2, 0, 0, 0, 0, 1]",7 7 7 7 7 7 7 7 9 9 10 10 K A A 2,13,pass
tree-v4,336,264,"[2, 3, 0, 0, 0, 2, 0, 0]","[4, 0, 2, 0, 0, 0, 0, 1]",7 7 7 7 7 7 7 7 9 9 10 10 K A A 2,12,best
tree-v4,336,264,"[1, 3, 0, 0, 0, 2, 0, 0]","[4, 0, 2, 0, 0, 1, 0, 1]",7 7 7 7 7 7 7 7 9 9 10 10 A A 2,8,pass
tree-v4,336,264,"[1, 3, 0, 0, 0, 2, 0, 0]","[4, 1, 2, 0, 0, 1, 0, 1]",7 7 7 7 7 7 7 7 9 9 10 10 A A 2,6,pass
tree-v4,336,264,"[1, 2, 0, 0, 0, 2, 0, 0]","[4, 2, 2, 0, 0, 1, 0, 1]",7 7 7 7 7 7 7 7 10 10 A A 2,4,pass
tree-v4,296,297,"[3, 1, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",3 5 6 6 6 6 6 8 8 10 10 10 10 10 A A A 2,23,best
tree-v4,296,297,"[2, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",5 8 8 10 10 10 10 10 A A A 2,22,best
tree-v4,296,297,"[0, 1, 1, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 0]",8 8 10 10 10 10 10 A A A,21,bomb
tree-v4,296,297,"[0, 0, 1, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 1, 0, 0]",A A A,19,bomb
tree-v4,296,297,"[0, 0, 1, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 1, 0, 0]",A A A,17,combat
tree-v4,296,297,"[1, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 0, 0, 0, 1, 0, 0]",A,15,combat
tree-v4,296,297,"[1, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 0, 0, 0, 1, 0, 1]",A,10,combat
tree-v4,296,297,"[1, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 0, 0, 0, 1, 0, 2]",A,5,combat
new-big-forest,335,278,"[1, 3, 0, 0, 0, 2, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 6 6 6 6 8 8 9 9 9 10 10 10 J J J J J Q Q K K K A A 2,22,best
new-big-forest,335,278,"[1, 3, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 2]",6 6 6 6 8 8 9 9 9 10 10 10 J J J J J Q Q A A 2,17,best
new-big-forest,335,278,"[1, 3, 0, 0, 0, 2, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 2]",6 6 6 6 8 8 9 9 9 10 10 10 J J J J J Q Q A A 2,16,best
new-big-forest,335,278,"[0, 2, 0, 0, 0, 2, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 2]",6 6 6 6 9 9 9 10 10 10 J J J J J Q Q A A,14,best
new-big-forest,335,278,"[0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 2]",9 9 9 10 10 10 J J J J J,10,best
tree-v4,300,305,"[5, 4, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 3 4 5 5 5 5 6 6 7 9 9 10 J J J Q Q K K A 2 2 2 2 2,22,best
tree-v4,300,305,"[5, 4, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2]",3 4 5 5 5 5 6 6 7 9 9 10 Q Q K K A 2 2 2 2 2,17,bomb
tree-v4,300,305,"[5, 4, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 2]",3 4 6 6 7 9 9 10 Q Q K K A 2 2 2 2 2,13,best
tree-v4,300,305,"[4, 4, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 2]",4 6 6 7 9 9 10 Q Q K K A,12,best
tree-v4,300,305,"[3, 4, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 2]",4 6 6 7 9 9 Q Q K K A,11,best
tree-v4,300,305,"[1, 4, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 2]",6 6 7 9 9 Q Q K K,10,best
tree-v4,300,305,"[0, 3, 0, 0, 0, 0, 0, 0]","[3, 1, 0, 0, 0, 1, 0, 2]",9 9 Q Q K K,8,best
tree-v4,300,305,"[0, 2, 0, 0, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 1, 0, 2]",9 9 K K,6,best
tree-v4,300,305,"[0, 2, 0, 0, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 1, 0, 3]",9 9 K K,1,best
tree-v4,300,310,"[3, 2, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 4 6 6 8 8 8 8 9 9 9 10 10 10 J Q Q A 2 2 2,22,best
tree-v4,300,310,"[2, 2, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1]",6 6 8 8 8 8 9 9 9 10 10 10 J Q Q A,21,best
tree-v4,300,310,"[1, 2, 0, 0, 0, 1, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 1]",6 6 8 8 8 8 9 9 9 10 10 10 Q Q A,20,best
tree-v4,300,310,"[0, 2, 0, 0, 0, 1, 1, 0]","[2, 0, 0, 0, 0, 1, 0, 1]",6 6 8 8 8 8 9 9 9 10 10 10 Q Q,16,best
tree-v4,300,310,"[0, 0, 0, 0, 0, 0, 1, 0]","[2, 1, 0, 0, 0, 1, 0, 1]",9 9 9 10 10 10,14,best
tree-v4,300,310,"[0, 0, 0, 0, 0, 0, 1, 0]","[3, 1, 0, 0, 0, 1, 0, 1]",9 9 9 10 10 10,13,best
tree-v4,300,310,"[0, 0, 0, 0, 0, 0, 1, 0]","[4, 1, 0, 0, 0, 1, 0, 1]",9 9 9 10 10 10,12,best
